Day,Date,Batch,Location,Name,Description,Replicate,pH,Cumulative_Gas ,Cumulative_Gas_Yield_gVSadded,Volume_CH4,Cumulative_CH4_Volume,CH4_Yield_VS_added,CH4_Yield_VS_des
0,1/18/2018,1,Digester F,DM(100),Digester Influent B,B,7.55,0,0,0,0,0,0
1,1/19/2018,1,Digester F,DM(100),Digester Influent B,B,6.73,122.7131082,6.721424859,49.08524326,49.08524326,2.688569944,1.997681538
2,1/20/2018,1,Digester F,DM(100),Digester Influent B,B,6.8,235.893734,12.92072242,56.5903129,105.6755562,5.788218723,4.300805976
3,1/21/2018,1,Digester F,DM(100),Digester Influent B,B,6.53,335.13443,18.35648141,49.62034804,155.2959042,8.506098222,6.320265321
5,1/23/2018,1,Digester F,DM(100),Digester Influent B,B,7.52,434.549374,23.80178458,33.13831467,188.4342189,10.32119928,7.66893541
7,1/25/2018,1,Digester F,DM(100),Digester Influent B,B,7.08,536.6591714,29.39469426,68.07319823,256.5074171,14.04980573,10.43939273
9,1/27/2018,1,Digester F,DM(100),Digester Influent B,B,8.9,711.0630822,38.94740463,129.1880821,385.6954992,21.12588749,15.69711642
11,1/29/2018,1,Digester F,DM(100),Digester Influent B,B,7.43,793.2621615,43.44973485,59.78114859,445.4766478,24.40030947,18.13010216
13,1/31/2018,1,Digester F,DM(100),Digester Influent B,B,7.56,955.6144846,52.34233774,132.4453162,577.921964,31.6548013,23.52038945
15,2/2/2018,1,Digester F,DM(100),Digester Influent B,B,7.72,1140.301914,62.45831227,149.6201956,727.5421596,39.85002117,29.60966359
17,2/4/2018,1,Digester F,DM(100),Digester Influent B,B,7.75,1475.16518,80.79994109,276.1153247,1003.657484,54.97382037,40.84706306
19,2/6/2018,1,Digester F,DM(100),Digester Influent B,B,8.78,1814.721361,99.39861726,274.4745801,1278.132064,70.00775027,52.01768716
22,2/9/2018,1,Digester F,DM(100),Digester Influent B,B,8.01,2225.152529,121.8793636,338.4256995,1616.557764,88.54450599,65.79100735
24,2/11/2018,1,Digester F,DM(100),Digester Influent B,B,8.72,2386.188474,130.6998639,135.1551686,1751.712933,95.94742589,71.29158078
26,2/13/2018,1,Digester F,DM(100),Digester Influent B,B,8.17,2537.98653,139.0143727,125.0101636,1876.723096,102.7946685,76.37927067
28,2/15/2018,1,Digester F,DM(100),Digester Influent B,B,7.91,2630.729061,144.0942045,61.82835375,1938.55145,106.181223,78.895574
30,2/17/2018,1,Digester F,DM(100),Digester Influent B,B,7.83,2704.29485,148.1236593,53.50239207,1992.053842,109.1117356,81.07302558
32,2/19/2018,1,Digester F,DM(100),Digester Influent B,B,7.98,2784.165569,152.4984572,39.93535975,2031.989202,111.2991345,82.69832324
34,2/21/2018,1,Digester F,DM(100),Digester Influent B,B,7.81,2839.762268,155.5436822,0,2031.989202,111.2991345,82.69832324
36,2/23/2018,1,Digester F,DM(100),Digester Influent B,B,7.55,2904.434642,159.0860137,0,2031.989202,111.2991345,82.69832324
38,2/25/2018,1,Digester F,DM(100),Digester Influent B,B,7.84,2954.421501,161.8239683,0,2031.989202,111.2991345,82.69832324
40,2/27/2018,1,Digester F,DM(100),Digester Influent B,B,7.91,3016.835944,165.242625,0,2031.989202,111.2991345,82.69832324
0,1/18/2018,1,Digester F,DM(100),Digester Influent C,C,7.81,0,0,0,0,0,0
1,1/19/2018,1,Digester F,DM(100),Digester Influent C,C,6.46,117.7660961,6.450459756,NA,0,0,0
2,1/20/2018,1,Digester F,DM(100),Digester Influent C,C,6.38,117.7660961,6.450459756,NA,0,0,0
3,1/21/2018,1,Digester F,DM(100),Digester Influent C,C,7,285.2239402,15.62270984,73.07251379,73.07251379,4.002436399,3.797564809
5,1/23/2018,1,Digester F,DM(100),Digester Influent C,C,6.72,377.9644598,20.7024315,26.49729133,99.56980512,5.453785446,5.17462406
7,1/25/2018,1,Digester F,DM(100),Digester Influent C,C,7.42,475.230928,26.03005515,54.03692677,153.6067319,8.413576363,7.982912989
9,1/27/2018,1,Digester F,DM(100),Digester Influent C,C,8.11,645.1983973,35.33976616,128.342783,281.9495148,15.44335814,14.6528633
11,1/29/2018,1,Digester F,DM(100),Digester Influent C,C,7.57,745.6438048,40.8415114,70.68380528,352.6333201,19.31495665,18.32628738
13,1/31/2018,1,Digester F,DM(100),Digester Influent C,C,7.3,863.323618,47.28724514,88.97741975,441.6107399,24.18856021,22.95042716
15,2/2/2018,1,Digester F,DM(100),Digester Influent C,C,7.35,1211.726999,66.37051327,268.4419492,710.0526891,38.89206188,36.90130481
17,2/4/2018,1,Digester F,DM(100),Digester Influent C,C,7.33,1598.131685,87.53524541,307.9162344,1017.968923,55.7577078,52.90365364
19,2/6/2018,1,Digester F,DM(100),Digester Influent C,C,8.06,2073.735376,113.5857181,374.8401973,1392.809121,76.28901255,72.38402825
22,2/9/2018,1,Digester F,DM(100),Digester Influent C,C,8.11,2997.265283,164.1706716,728.0738417,2120.882962,116.1681558,110.221889
24,2/11/2018,1,Digester F,DM(100),Digester Influent C,C,8.35,3584.956462,196.3605669,459.2880642,2580.171027,141.3249647,134.0910034
26,2/13/2018,1,Digester F,DM(100),Digester Influent C,C,8.07,3768.563535,206.4173666,153.7175496,2733.888576,149.7446109,142.0796755
28,2/15/2018,1,Digester F,DM(100),Digester Influent C,C,7.8,3898.709125,213.5458944,0,2733.888576,149.7446109,142.0796755
30,2/17/2018,1,Digester F,DM(100),Digester Influent C,C,7.82,4006.609349,219.4559659,80.92516833,2814.813745,154.1771646,146.2853413
32,2/19/2018,1,Digester F,DM(100),Digester Influent C,C,7.81,4105.960146,224.8977555,66.23386415,2881.047609,157.8050243,149.7275028
34,2/21/2018,1,Digester F,DM(100),Digester Influent C,C,7.84,4175.893084,228.7282264,41.95976299,2923.007372,160.1033069,151.9081438
36,2/23/2018,1,Digester F,DM(100),Digester Influent C,C,7.46,4264.272878,233.5690959,44.18989678,2967.197268,162.5237416,154.2046844
38,2/25/2018,1,Digester F,DM(100),Digester Influent C,C,7.81,4356.240744,238.6064966,45.98393296,3013.181201,165.042442,156.5944608
40,2/27/2018,1,Digester F,DM(100),Digester Influent C,C,7.85,4440.371026,243.2146056,0,3013.181201,165.042442,156.5944608
0,1/18/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,7.51,0,0,0,0,0,0
1,1/19/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,6.3,103.7907869,6.410287525,51.89539347,51.89539347,3.205143762,2.288300493
2,1/20/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,6.3,230.218035,14.21863964,55.31192101,107.2073145,6.621297813,4.727250999
3,1/21/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,6.66,334.4621355,20.65692455,41.6976402,148.9049547,9.196611775,6.565886844
5,1/23/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,6.85,465.9143164,28.77562467,85.26627951,234.1712342,14.46279564,10.32565927
7,1/25/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,7.01,587.5216183,36.28628909,88.74046354,322.9116977,19.94355076,14.23862404
9,1/27/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,7.78,587.5216183,36.28628909,NA,322.9116977,19.94355076,14.23862404
11,1/29/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,7.34,1193.201561,73.69406581,499.4203041,822.3320018,50.78855963,36.26030365
13,1/31/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,7.33,1517.521594,93.72459761,268.1045602,1090.436562,67.34713259,48.08223536
15,2/2/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,7.3,1973.579068,121.8914477,381.1575239,1471.594086,90.88804014,64.88917893
17,2/4/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,7.4,2403.605098,148.4505535,346.9117553,1818.505841,112.3138734,80.18607308
19,2/6/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,7.87,2676.780611,165.3223167,226.5357909,2045.041632,126.3050917,90.17505144
22,2/9/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,8.14,2873.389174,177.4651808,152.9177714,2197.959404,135.7495415,96.91788136
24,2/11/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,8.18,2991.194653,184.7410385,86.95166282,2284.911066,141.1198174,100.7519699
26,2/13/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,8.12,3095.402473,191.1770827,78.15586534,2363.066932,145.9468506,104.1982123
28,2/15/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,7.84,3181.687798,196.5062044,51.77119495,2414.838127,149.1443236,106.4810363
30,2/17/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,7.88,3248.922415,200.6587235,44.82307774,2459.661204,151.9126697,108.4574867
32,2/19/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,7.87,3344.786037,206.5794165,31.95454067,2491.615745,153.886234,109.8665056
34,2/21/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,7.82,3412.054718,210.7340395,0,2491.615745,153.886234,109.8665056
36,2/23/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,7.51,3504.345014,216.434038,0,2491.615745,153.886234,109.8665056
38,2/25/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,7.8,3570.903323,220.5447872,0,2491.615745,153.886234,109.8665056
40,2/27/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent A,A,7.95,3646.39526,225.2072918,0,2491.615745,153.886234,109.8665056
0,1/18/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,7.71,0,0,0,0,0,0
1,1/19/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,6.34,123.3314847,7.617152743,64.34686156,64.34686156,3.974166649,3.195998942
2,1/20/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,6.19,272.9093715,16.8553259,64.91115844,129.25802,7.983185189,6.420025549
3,1/21/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,6.5,391.1874112,24.16036968,50.69058845,179.9486085,11.11391824,8.937740682
5,1/23/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,6.85,506.2569142,31.26724902,70.81200181,250.7606103,15.48738244,12.45485212
7,1/25/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,7.01,625.2562696,38.61684242,88.14767068,338.9082809,20.93152571,16.83299669
9,1/27/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,7.72,879.5161281,54.32034412,195.4034098,534.3116907,32.99995757,26.53835101
11,1/29/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,8.13,1267.624337,78.29053728,282.2605157,816.5722065,50.43282532,40.55774975
13,1/31/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,7.44,1623.477906,100.2686315,293.0558803,1109.628087,68.53243232,55.11333584
15,2/2/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,7.3,1976.734022,122.0863028,298.526295,1408.154382,86.96990101,69.94062812
17,2/4/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,7.38,2449.041075,151.2567533,382.5021909,1790.656573,110.5938574,88.93886001
19,2/6/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,7.86,2945.413372,181.9135122,408.0348539,2198.691427,135.7947525,109.2052558
22,2/9/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,8.09,3150.831577,194.6004741,170.1119514,2368.803378,146.3011428,117.6544265
24,2/11/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,8.11,3259.303205,201.299858,82.43843717,2451.241815,151.3926745,121.7490031
26,2/13/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,8.1,3322.578491,205.2078424,42.1835243,2493.42534,153.9979975,123.8441869
28,2/15/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,7.87,3422.265564,211.3646779,0,2493.42534,153.9979975,123.8441869
30,2/17/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,7.75,3478.542382,214.8404256,33.76609086,2527.19143,156.0834461,125.5212911
32,2/19/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,7.87,3549.514795,219.223797,42.58344771,2569.774878,158.713469,127.6363383
34,2/21/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,7.78,3614.119219,223.2138712,53.83702038,2623.611899,162.0385308,130.3103314
36,2/23/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,7.49,3691.989538,228.0232685,0,2623.611899,162.0385308,130.3103314
38,2/25/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,7.66,3770.822996,232.8921508,0,2623.611899,162.0385308,130.3103314
40,2/27/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent B,B,7.81,3836.836749,236.9692674,0,2623.611899,162.0385308,130.3103314
0,1/18/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,7.71,0,0,0,0,0,0
1,1/19/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,6.13,125.6813154,7.762282105,50.27252616,50.27252616,3.104912842,2.495070342
2,1/20/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,6.16,306.4568546,18.92727293,83.83793121,134.1104574,8.282879599,6.656021694
3,1/21/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,6.58,399.7178722,24.6872248,0,134.1104574,8.282879599,6.656021694
5,1/23/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,6.88,588.5701026,36.35104518,124.9330139,259.0434713,15.99894539,12.85655868
7,1/25/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,6.99,870.5040182,53.76374158,210.1205598,469.1640311,28.97633233,23.2850296
9,1/27/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,7.4,1146.453146,70.80680779,210.5178916,679.6819227,41.97825913,33.73322045
11,1/29/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,7.24,1542.614907,95.27440139,319.9768069,999.6587296,61.74054626,49.61395496
13,1/31/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,7.3,1952.338268,120.5795814,327.7786881,1327.437418,81.98469025,65.88190379
15,2/2/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,7.25,2417.33499,149.298534,366.6320313,1694.069449,104.6284798,84.07817873
17,2/4/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,7.35,2726.854012,168.4149313,254.8980179,1948.967467,120.3713953,96.72899486
19,2/6/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,7.78,2877.087268,177.6935811,118.3655955,2067.333062,127.6818466,102.603585
22,2/9/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,8.15,2962.316782,182.9574943,67.59582135,2134.928884,131.8566743,105.9584259
24,2/11/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,8.06,3057.033261,188.8073378,72.16493659,2207.09382,136.313698,109.5400362
26,2/13/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,8.04,3147.555806,194.3981572,56.57659096,2263.670411,139.8079601,112.3479829
28,2/15/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,7.84,3218.368204,198.7716459,42.48743883,2306.15785,142.4320533,114.4566724
30,2/17/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,7.7,3277.932362,202.450425,29.78207883,2335.939929,144.2714428,115.9347835
32,2/19/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,7.98,3356.48036,207.3016769,47.12879895,2383.068728,147.182194,118.2738279
34,2/21/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,7.74,3425.652082,211.5738348,0,2383.068728,147.182194,118.2738279
36,2/21/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,7.46,3493.501739,215.7643397,0,2383.068728,147.182194,118.2738279
38,2/25/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,7.65,3549.380669,219.2155132,0,2383.068728,147.182194,118.2738279
40,2/27/2018,1,Digester F,DM(90)+EFFL(10),Digester Influent/Digester Effluent C,C,7.8,3640.349642,224.8339046,0,2383.068728,147.182194,118.2738279
0,1/18/2018,1,Digester F,FINALEFFL(100),Final Effluent A,A,7.75,0,0,0,0,0,0
1,1/19/2018,1,Digester F,FINALEFFL(100),Final Effluent A,A,6.31,112.819084,37.16474675,NA,0,0,0
2,1/20/2018,1,Digester F,FINALEFFL(100),Final Effluent A,A,6.72,223.6475059,73.67373162,NA,0,0,0
3,1/21/2018,1,Digester F,FINALEFFL(100),Final Effluent A,A,6.36,324.352613,106.8479046,NA,0,0,0
5,1/23/2018,1,Digester F,FINALEFFL(100),Final Effluent A,A,7,407.9916449,134.4001885,NA,0,0,0
7,1/25/2015,1,Digester F,FINALEFFL(100),Final Effluent A,A,6.93,524.8798055,172.9053663,NA,0,0,0
9,1/27/2018,1,Digester F,FINALEFFL(100),Final Effluent A,A,7.52,620.4136446,204.3760255,NA,0,0,0
11,1/29/2018,1,Digester F,FINALEFFL(100),Final Effluent A,A,7.57,711.4212962,234.3556725,70.63280418,70.63280418,23.26778579,29.31768205
13,1/31/2018,1,Digester F,FINALEFFL(100),Final Effluent A,A,7.54,797.0897922,262.5765005,NA,70.6,23.25697947,29.30406596
15,2/2/2018,1,Digester F,FINALEFFL(100),Final Effluent A,A,7.75,878.7204558,289.4671898,62.19479133,132.7947913,43.74512374,55.1193672
17,2/4/2018,1,Digester F,FINALEFFL(100),Final Effluent A,A,7.86,980.8553238,323.1123531,81.70789441,214.5026857,70.66125438,89.0340064
19,2/6/2018,1,Digester F,FINALEFFL(100),Final Effluent A,A,8,1092.482634,359.884507,93.02275858,307.5254443,101.3047159,127.6451261
22,2/9/2018,1,Digester F,FINALEFFL(100),Final Effluent A,A,8.25,1166.259613,384.1880436,49.18465257,356.7100969,117.5070737,148.0602862
24,2/11/2018,1,Digester F,FINALEFFL(100),Final Effluent A,A,8.28,1239.852114,408.4308097,NA,356.7100969,117.5070737,148.0602862
26,2/13/2018,1,Digester F,FINALEFFL(100),Final Effluent A,A,8.22,1306.826124,430.4933191,NA,356.7100969,117.5070737,148.0602862
28,2/15/2018,1,Digester F,FINALEFFL(100),Final Effluent A,A,8.08,1389.212758,457.6330397,NA,356.7100969,117.5070737,148.0602862
30,2/17/2018,1,Digester F,FINALEFFL(100),Final Effluent A,A,7.82,1438.914897,474.0058672,NA,356.7100969,117.5070737,148.0602862
32,2/19/2018,1,Digester F,FINALEFFL(100),Final Effluent A,A,8.01,1507.241868,496.5140676,NA,356.7100969,117.5070737,148.0602862
34,2/21/2018,1,Digester F,FINALEFFL(100),Final Effluent A,A,7.83,1547.994849,509.9388729,NA,356.7100969,117.5070737,148.0602862
36,2/23/2018,1,Digester F,FINALEFFL(100),Final Effluent A,A,7.5,1629.77567,536.879027,NA,356.7100969,117.5070737,148.0602862
38,2/25/2018,1,Digester F,FINALEFFL(100),Final Effluent A,A,7.74,1695.106464,558.4002301,NA,356.7100969,117.5070737,148.0602862
40,2/27/2018,1,Digester F,FINALEFFL(100),Final Effluent A,A,7.87,1764.119643,581.1344805,NA,356.7100969,117.5070737,148.0602862
0,1/18/2018,1,Digester F,FINALEFFL(100),Final Effluent B,B,7.75,0,0,0,0,0,0
1,1/19/2018,1,Digester F,FINALEFFL(100),Final Effluent B,B,6.46,103.1724104,33.98694946,0,0,0,0
2,1/20/2018,1,Digester F,FINALEFFL(100),Final Effluent B,B,6.21,219.6956418,72.37191264,38.84107714,38.84107714,12.79498773,15.99265159
3,1/21/2018,1,Digester F,FINALEFFL(100),Final Effluent B,B,6.44,330.0414551,108.7219171,NA,38.84107714,12.79498773,15.99265159
5,1/23/2018,1,Digester F,FINALEFFL(100),Final Effluent B,B,7.24,419.1413796,138.0731227,NA,38.84107714,12.79498773,15.99265159
7,1/25/2015,1,Digester F,FINALEFFL(100),Final Effluent B,B,6.98,1729.55563,569.7484387,NA,38.84107714,12.79498773,15.99265159
9,1/27/2018,1,Digester F,FINALEFFL(100),Final Effluent B,B,7.6,1831.744131,603.4112699,NA,38.84107714,12.79498773,15.99265159
11,1/29/2018,1,Digester F,FINALEFFL(100),Final Effluent B,B,7.71,1925.016844,634.1370712,NA,38.84107714,12.79498773,15.99265159
13,1/31/2018,1,Digester F,FINALEFFL(100),Final Effluent B,B,7.71,1993.96301,656.8492464,NA,38.84107714,12.79498773,15.99265159
15,2/2/2018,1,Digester F,FINALEFFL(100),Final Effluent B,B,7.88,2066.782129,680.8372456,13.6899943,52.53107144,17.30473159,21.62944968
17,2/4/2018,1,Digester F,FINALEFFL(100),Final Effluent B,B,7.94,2170.13547,714.8837972,19.43042817,71.96149961,23.70548327,29.62984748
19,2/6/2018,1,Digester F,FINALEFFL(100),Final Effluent B,B,8.07,2230.104161,734.6386216,11.27411385,83.23561345,27.41939028,34.27191685
22,2/9/2018,1,Digester F,FINALEFFL(100),Final Effluent B,B,8.33,2276.193692,749.8213878,8.664831935,91.90044539,30.27375031,37.83962528
24,2/11/2018,1,Digester F,FINALEFFL(100),Final Effluent B,B,8.35,2329.521912,767.3887151,NA,91.90044539,30.27375031,37.83962528
26,2/13/2018,1,Digester F,FINALEFFL(100),Final Effluent B,B,8.23,2396.619212,789.4918388,NA,91.90044539,30.27375031,37.83962528
28,2/15/2018,1,Digester F,FINALEFFL(100),Final Effluent B,B,7.95,2462.558247,811.2134081,NA,91.90044539,30.27375031,37.83962528
30,2/17/2018,1,Digester F,FINALEFFL(100),Final Effluent B,B,7.82,2538.315596,836.1693161,NA,91.90044539,30.27375031,37.83962528
32,2/19/2018,1,Digester F,FINALEFFL(100),Final Effluent B,B,7.86,2607.243804,858.8755753,NA,91.90044539,30.27375031,37.83962528
34,2/21/2018,1,Digester F,FINALEFFL(100),Final Effluent B,B,7.83,2664.616673,877.7752872,NA,91.90044539,30.27375031,37.83962528
36,2/23/2018,1,Digester F,FINALEFFL(100),Final Effluent B,B,7.54,2730.266673,899.4016426,NA,91.90044539,30.27375031,37.83962528
38,2/25/2018,1,Digester F,FINALEFFL(100),Final Effluent B,B,7.82,2789.459893,918.9010124,NA,91.90044539,30.27375031,37.83962528
40,2/27/2018,1,Digester F,FINALEFFL(100),Final Effluent B,B,7.87,2847.795117,938.117742,NA,91.90044539,30.27375031,37.83962528
0,1/18/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,7.67,0,0,0,0,0,0
1,1/19/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,6.66,98.34907366,32.39805081,NA,0,0,0
2,1/20/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,6.72,211.7772999,69.76346057,NA,0,0,0
3,1/21/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,6.98,293.3230291,96.62617092,NA,0,0,0
5,1/23/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,7.34,355.8466094,117.2226245,NA,0,0,0
7,1/25/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,7.04,432.3736938,142.432098,NA,0,0,0
9,1/27/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,7.65,513.1193944,169.0312638,50.4660629,50.4660629,16.6244786,21.96962788
11,1/29/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,7.79,586.258228,193.1245832,NA,50.4660629,16.6244786,21.96962788
13,1/31/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,7.81,664.2822304,218.8271699,58.51800176,108.9840647,35.90141862,47.44454408
15,2/2/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,7.92,741.9540839,244.4137521,0,108.9840647,35.90141862,47.44454408
17,2/4/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,7.9,843.4797153,277.8582213,84.60469281,193.5887575,63.77180961,84.27590185
19,2/6/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,8.02,933.6811859,307.5722971,75.16789217,268.7566496,88.53353943,116.9990929
22,2/9/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,8.21,1000.158747,329.4712669,0,268.7566496,88.53353943,116.9990929
24,2/11/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,7.94,1059.996099,349.1828261,39.89156837,308.648218,101.6745789,134.3652765
26,2/13/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,8,1142.628036,376.4033538,NA,308.648218,101.6745789,134.3652765
28,2/15/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,7.57,1230.131702,405.2287214,NA,308.648218,101.6745789,134.3652765
30,2/17/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,7.69,1300.531904,428.4198839,NA,308.648218,101.6745789,134.3652765
32,2/19/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,7.9,1384.370788,456.0380027,NA,308.648218,101.6745789,134.3652765
34,2/21/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,7.71,1442.631743,475.2302669,NA,308.648218,101.6745789,134.3652765
36,2/23/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,7.27,1519.447231,500.534746,NA,308.648218,101.6745789,134.3652765
38,2/25/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,7.66,1586.00554,522.4603158,NA,308.648218,101.6745789,134.3652765
40,2/27/2018,1,Digester F,FINALEFFL(100),Final Effluent C,C,7.73,1659.577846,546.696429,NA,308.648218,101.6745789,134.3652765
0,1/18/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,7.53,0,0,0,0,0,0
1,1/19/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,6.75,108.2430978,30.97872889,NA,0,0,0
2,1/20/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,6.89,250.7643728,71.76773096,0,0,0,0
3,1/21/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,7.23,341.7067396,97.79506187,NA,0,0,0
5,1/23/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,7.37,432.5056086,123.7813243,NA,0,0,0
7,1/25/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,7.4,538.4652316,154.1065321,78.07551174,78.07551174,22.34488998,26.97608177
9,1/27/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,7.78,648.7872092,185.6802278,NA,78.07551174,22.34488998,26.97608177
11,1/29/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,7.77,722.303553,206.7203027,53.91198547,131.9874972,37.77427823,45.60335806
