Day,Date,Batch,Location,Name,Description,Replicate,pH,Cumulative_Gas ,Cumulative_Gas_Yield_gVSadded,Volume_CH4,Cumulative_CH4_Volume,CH4_Yield_VS_added,CH4_Yield_VS_des
48,9/26/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) A,A,7.44,1731.365813,2.859392139,0,191.881184,0.316896374,0.377819835
51,9/29/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) A,A,7.52,1731.365813,2.859392139,0,191.881184,0.316896374,0.377819835
53,10/1/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) A,A,7.32,1731.365813,2.859392139,0,191.881184,0.316896374,0.377819835
55,10/3/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) A,A,7.5,1731.365813,2.859392139,0,191.881184,0.316896374,0.377819835
57,10/5/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) A,A,7.37,1731.365813,2.859392139,0,191.881184,0.316896374,0.377819835
60,10/8/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) A,A,7.6,1731.365813,2.859392139,0,191.881184,0.316896374,0.377819835
0,8/9/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,5.97,0,0,0,0,0,0
1,8/10/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,6.82,1048.238903,1.731191673,43.94147065,43.94147065,0.072570392,0.09589154
2,8/11/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,5.7,1640.811399,2.709839353,NA,43.94147065,0.072570392,0.09589154
3,8/12/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,NA,1685.8773,2.784266769,0,43.94147065,0.072570392,0.09589154
5,8/14/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,6.27,1748.736504,2.88808025,0,43.94147065,0.072570392,0.09589154
7,8/16/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,6.3,1811.529881,2.991785019,0,43.94147065,0.072570392,0.09589154
9,8/18/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,6.22,1874.355076,3.095542333,0,43.94147065,0.072570392,0.09589154
11,8/20/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,6.94,1927.952956,3.184060516,0,43.94147065,0.072570392,0.09589154
13,8/23/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,6.68,1982.079402,3.273451639,0,43.94147065,0.072570392,0.09589154
15,8/24/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,7.05,2027.096899,3.347799115,0,43.94147065,0.072570392,0.09589154
17,8/26/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,6.99,2063.073337,3.407215064,5.425018431,49.36648908,0.08152994,0.10773032
19,8/28/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,6.88,2108.0212,3.481447537,0,49.36648908,0.08152994,0.10773032
22,8/31/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,7.26,2153.106829,3.555907535,0,49.36648908,0.08152994,0.10773032
24,9/2/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,7.04,2198.145486,3.630289957,0,49.36648908,0.08152994,0.10773032
26,9/4/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,7.3,2243.426785,3.705073107,0,49.36648908,0.08152994,0.10773032
29,9/7/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,7.24,2288.632397,3.779731259,18.08224491,67.44873399,0.111393201,0.147190408
31,9/9/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,7.23,2333.616788,3.854024059,0,67.44873399,0.111393201,0.147190408
33,9/11/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,7.5,2369.853332,3.913869579,0,67.44873399,0.111393201,0.147190408
35,9/13/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,7.15,2415.130435,3.988645801,0,67.44873399,0.111393201,0.147190408
37,9/15/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,7.2,2460.258727,4.063176255,0,67.44873399,0.111393201,0.147190408
39,9/17/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,7.41,2514.125206,4.152138038,0,67.44873399,0.111393201,0.147190408
41,9/19/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,7.48,2559.047318,4.226327982,0,67.44873399,0.111393201,0.147190408
43,9/21/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,7.29,2603.831552,4.300290218,0,67.44873399,0.111393201,0.147190408
46,9/24/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,NA,2648.900856,4.374723254,0,67.44873399,0.111393201,0.147190408
48,9/26/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,7.35,2703.080454,4.464202159,0,67.44873399,0.111393201,0.147190408
51,9/29/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,7.34,2757.768769,4.554521221,0,67.44873399,0.111393201,0.147190408
53,10/1/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,7.28,2793.990451,4.614342198,0,67.44873399,0.111393201,0.147190408
55,10/3/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,A,7.54,2856.877148,4.718201085,0,67.44873399,0.111393201,0.147190408
57,10/5/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,7.3,2838.995938,4.688669838,0,67.44873399,0.111393201,0.147190408
60,10/8/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) B,B,7.4,2884.128778,4.763207804,0,67.44873399,0.111393201,0.147190408
0,8/9/2018,3,Digester B,EQ(90)+WMID(10) ,EQ tank (90%) + Digester Middle (10%) C,C,5.98,0,0,0,0,0,0
0,8/9/2018,3,Digester B,WEFFL(100),Digester Effluent A,A,7.98,0,0,0,0,0,0
1,8/10/2018,3,Digester B,WEFFL(100),Digester Effluent A,A,8.4,89.59306864,1.693837526,59.72871243,59.72871243,1.129225017,NA
2,8/11/2018,3,Digester B,WEFFL(100),Digester Effluent A,A,7.6,152.4416667,2.882046786,41.48007471,41.48007471,0.784218112,NA
3,8/12/2018,3,Digester B,WEFFL(100),Digester Effluent A,A,7.91,422.8370731,7.994115086,192.6104265,192.6104265,3.64147331,NA
5,8/14/2018,3,Digester B,WEFFL(100),Digester Effluent A,A,7.85,476.7163904,9.012752029,36.6379358,36.6379358,0.692673122,NA
7,8/16/2018,3,Digester B,WEFFL(100),Digester Effluent A,A,7.88,611.2736284,11.55667761,99.57235611,99.57235611,1.882504929,NA
9,8/18/2018,3,Digester B,WEFFL(100),Digester Effluent A,A,8.31,692.0488784,13.08380634,57.6966071,57.6966071,1.090806239,NA
0,8/9/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.97,0,0,0,0,0,0
1,8/10/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,8.21,800,15.12471937,545.5238095,0,0,0
2,8/11/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.41,1123.221361,21.23550985,219.2480563,0,0,0
3,8/12/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.98,1402.629948,26.51798043,196.7433243,0,0,0
5,8/14/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.46,1743.865625,32.96934773,248.8711326,0,0,0
7,8/16/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,8.32,2066.802996,39.07476912,238.077916,238.077916,4.501077084,5.433789145
9,8/18/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.68,2380.928968,45.01360309,233.1656699,238.077916,4.501077084,5.433789145
11,8/20/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,8.66,2631.052408,49.74241163,187.0081793,425.0860953,8.036634872,9.70198433
13,8/22/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.64,2883.642489,54.51785425,188.2043744,613.2904697,11.59480781,13.99748096
15,8/24/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.72,3054.708978,57.75202005,119.7465423,733.037012,13.85872387,16.73052514
17,8/26/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,8.33,3369.502811,63.70348053,226.7582693,959.7952813,18.14579285,21.90595948
19,8/28/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.33,3774.033575,71.35149838,289.420384,1249.215665,23.61754546,28.51156729
22,8/31/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.33,4044.547353,76.46580461,203.8947135,1453.110379,27.47235836,33.16517356
24,9/2/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.32,4287.756102,81.0638847,181.8587942,1634.969173,30.9105624,37.31584137
26,9/4/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.35,4523.218855,85.51551978,168.187681,1803.156854,34.09030174,41.1544855
29,9/7/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.48,4758.288039,89.95971408,175.557998,1978.714852,37.40938356,45.16134661
31,9/9/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.34,4992.20687,94.38215992,169.7797968,2148.494649,40.61922328,49.03632852
33,9/11/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.5,5128.09391,96.95122659,0,2148.494649,40.61922328,49.03632852
35,9/13/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.36,5245.814379,99.17683792,85.83784212,2234.332491,42.24206488,50.99545494
37,9/15/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.42,5363.147936,101.3951343,82.99202798,2317.324519,43.81110379,52.88962971
39,9/17/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.32,5470.880895,103.4319228,74.29859279,2391.623112,45.2157855,54.5853892
41,9/19/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.42,5533.771851,104.6209329,41.927304,2433.550416,46.00845888,55.54232017
43,9/21/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.4,5641.254013,106.6529798,73.70205381,2507.25247,47.40186248,57.22446451
46,9/24/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.44,5731.392622,108.3571312,63.84818129,2571.100651,48.60896976,58.68170826
48,9/26/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.45,5812.662019,109.8936023,56.88857785,2627.989229,49.68449948,59.98010898
51,9/29/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.52,5894.694491,111.4444999,55.93123067,2683.920459,50.74192969,61.25665961
53,10/1/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.5,5958.082435,112.642906,40.33778315,2724.258243,51.50455175,62.17731202
55,10/3/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.49,6020.969132,113.8318356,44.54474343,2768.802986,52.34671018,63.19398231
57,10/5/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.49,6110.980106,115.533574,61.58645564,2830.389442,53.51105751,64.59960539
60,10/8/2018,3,Digester B,WEFFL(100),Digester Effluent B,B,7.65,6201.245784,117.2401278,61.76072757,2892.150169,54.6786996,66.00920598
0,8/9/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.93,0,0,0,0,0,0
1,8/10/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,8.32,71.67445491,1.35507002,42.16144406,42.16144406,0.797100012,1.700353607
2,8/11/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.6,134.523053,2.543279281,NA,42.16144406,0.797100012,1.700353607
3,8/12/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.9,197.6153145,3.736095217,42.06150766,84.22295173,1.592310636,3.396676819
5,8/14/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.8,287.4141767,5.433823456,59.22903681,143.4519885,2.712088837,5.785359384
7,8/16/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.86,395.0599671,7.46896392,60.5507571,204.0027456,3.856855347,8.227346382
9,8/18/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.67,807.9112446,15.27428856,289.6120902,493.6148358,9.332232334,19.90728223
11,8/20/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,8.73,1218.828324,23.04304545,294.3448585,787.9596943,14.89708656,31.77808867
13,8/22/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,8.04,1642.818818,31.05896699,307.5424005,1095.502095,20.71145219,44.18114652
15,8/24/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.39,2065.983291,39.05927187,306.723242,1402.225337,26.51033089,56.55116805
17,8/26/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,8.66,2389.771233,45.18077407,238.4654439,1640.690781,31.01873453,66.1683808
19,8/28/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.22,2668.447982,50.44940859,204.0703749,1844.761156,34.87686847,74.39845465
22,8/31/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.42,2938.96176,55.56371481,202.8853338,2047.646489,38.71259814,82.58073627
24,9/2/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.56,3227.209166,61.01329122,214.9213115,2262.567801,42.7758788,91.2484239
26,9/4/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.48,3408.334361,64.4376259,129.3751392,2391.94294,45.22183214,96.46606977
29,9/7/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.35,3670.526912,69.39461185,200.5001862,2592.443126,49.01246845,104.5521594
31,9/9/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.34,3904.445743,73.81705769,170.9406843,2763.383811,52.2442558,111.4461265
33,9/11/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.49,4031.273647,76.21485325,88.07493295,2851.458744,53.90939161,114.9981521
35,9/13/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.27,4130.883275,78.09806283,74.17738239,2925.636126,55.31178172,117.9896953
37,9/15/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.41,4239.191173,80.14572105,80.14784495,3005.783971,56.8270488,121.2220247
39,9/17/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.35,4328.968639,81.84304478,66.6918321,3072.475803,58.08791786,123.9116788
41,9/19/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.44,4391.859595,83.03205485,43.0306541,3115.506457,58.90145107,125.6470872
43,9/21/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.44,4463.51437,84.3867528,50.15834218,3165.664799,59.84973963,127.6699524
46,9/24/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.44,4535.625257,85.75007396,51.91983872,3217.584638,60.83133086,129.7638581
48,9/26/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.41,4607.864721,87.11582599,49.25417996,3266.838818,61.76252543,131.7502588
51,9/29/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.65,4680.782474,88.49440167,53.03109278,3319.869911,62.76512592,133.8889808
53,10/1/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.48,4744.170418,89.69280777,46.1003236,3365.970234,63.63669399,135.7481878
55,10/3/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.56,4807.057115,90.88173731,40.69139192,3406.661626,64.40600135,137.3892548
57,10/5/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.4,4888.066991,92.41330187,54.00658418,3460.66821,65.42704438,139.567318
60,10/8/2018,3,Digester B,WEFFL(100),Digester Effluent C,C,7.65,4987.359238,94.29051108,71.49041758,3532.158628,66.77863501,142.450497
0,8/9/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.2,0,0,0,0,0,0
1,8/10/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,8.2,89.59306864,16.93837526,49.27618775,49.27618775,9.316106391,19.91391305
2,8/11/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.09,152.4416667,28.82046786,40.40267018,89.67885793,16.95459449,36.24178453
3,8/12/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.6,188.4943875,35.63655892,22.94264054,112.6214985,21.29210699,45.51356
5,8/14/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.6,242.3737049,45.82292836,37.30106586,149.9225643,28.34420891,60.5879847
7,8/16/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.9,296.1966001,55.99863068,38.44492514,188.3674895,35.6125677,76.12467557
9,8/18/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.67,341.071739,64.4826792,11.21878471,199.5862742,37.73357983,80.65850648
11,8/20/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,8.03,385.7366389,72.92698017,29.77659997,229.3628742,43.36311381,92.69207989
13,8/22/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.64,448.8841593,84.86558672,42.09834691,271.4612211,51.32218485,109.7052227
15,8/24/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.81,502.8687719,95.07186317,30.84835007,302.3095711,57.15434282,122.1719209
17,8/26/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.9,529.8511004,100.173115,13.49116426,315.8007354,59.70496874,127.6240852
19,8/28/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.19,556.819818,105.2717936,16.98030368,332.7810391,62.91524784,134.4863103
22,8/31/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.27,592.8883218,112.0908685,20.61057359,353.3916127,66.81186211,142.815631
24,9/2/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.2,628.9192476,118.9028391,0,353.3916127,66.81186211,142.815631
26,9/4/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.3,656.0880268,124.0393411,13.58438962,366.9760023,69.38011311,148.3054703
29,9/7/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.53,656.0880268,124.0393411,0,366.9760023,69.38011311,148.3054703
31,9/9/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.35,656.0880268,124.0393411,0,366.9760023,69.38011311,148.3054703
33,9/11/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.54,701.3837066,132.6028966,0,366.9760023,69.38011311,148.3054703
35,9/13/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.34,701.3837066,132.6028966,0,366.9760023,69.38011311,148.3054703
37,9/15/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.4,701.3837066,132.6028966,0,366.9760023,69.38011311,148.3054703
39,9/17/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.41,701.3837066,132.6028966,0,366.9760023,69.38011311,148.3054703
41,9/19/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.6,701.3837066,132.6028966,0,366.9760023,69.38011311,148.3054703
43,9/21/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.42,701.3837066,132.6028966,0,366.9760023,69.38011311,148.3054703
46,9/24/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.42,701.3837066,132.6028966,0,366.9760023,69.38011311,148.3054703
48,9/26/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.43,701.3837066,132.6028966,0,366.9760023,69.38011311,148.3054703
51,9/29/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.52,701.3837066,132.6028966,0,366.9760023,69.38011311,148.3054703
53,10/1/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.33,701.3837066,132.6028966,0,366.9760023,69.38011311,148.3054703
55,10/3/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.47,701.3837066,132.6028966,0,366.9760023,69.38011311,148.3054703
57,10/5/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.38,701.3837066,132.6028966,0,366.9760023,69.38011311,148.3054703
60,10/8/2018,3,Digester B,WEFFL(10),Blank Digester Effluent A,A,7.65,701.3837066,132.6028966,0,366.9760023,69.38011311,148.3054703
0,8/9/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.22,0,0,0,0,0,0
1,8/10/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,8.17,35.83722746,6.775350102,0,0,0,0
2,8/11/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.29,62.77234091,11.8676755,10.77404538,10.77404538,2.03693016,3.457326642
3,8/12/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.71,89.81188155,16.9797438,19.56051876,30.33456414,5.735022122,9.734179974
5,8/14/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.55,116.7515402,22.07292852,24.24569281,54.58025695,10.31888837,17.5144776
7,8/16/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.66,143.6629878,27.16077968,17.94096507,72.52122202,13.71078914,23.27162585
9,8/18/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.6,170.5880711,32.25120879,0,72.52122202,13.71078914,23.27162585
11,8/20/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.94,197.3870111,37.31778937,0,72.52122202,13.71078914,23.27162585
13,8/22/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.5,233.4713085,44.13985026,0,72.52122202,13.71078914,23.27162585
15,8/24/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.3,269.4853061,50.94862036,0,72.52122202,13.71078914,23.27162585
17,8/26/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.96,296.4676347,56.0498722,10.79293141,83.31415342,15.75128987,26.73501291
19,8/28/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.2,332.4259248,62.84811029,11.98609671,95.30025014,18.01736924,30.58127956
22,8/31/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.1,359.4773026,67.96241652,0,95.30025014,18.01736924,30.58127956
24,9/2/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.29,395.5082284,74.77438703,20.01718098,115.3174311,21.8017973,37.00467306
26,9/4/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.3,440.7895271,83.33522372,0,115.3174311,21.8017973,37.00467306
29,9/7/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.46,476.9540169,90.17244572,20.66542275,135.9828539,25.70878129,43.63608347
31,9/9/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.33,521.9384075,98.67714927,0,135.9828539,25.70878129,43.63608347
33,9/11/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.61,549.1158154,103.8152826,0,135.9828539,25.70878129,43.63608347
35,9/13/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.36,585.3374983,110.6633175,9.055420707,145.0382746,27.42079001,46.54191375
37,9/15/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.32,612.4144729,115.782463,0,145.0382746,27.42079001,46.54191375
39,9/17/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.5,657.303206,124.2690816,22.44436657,167.4826411,31.66409933,53.74417657
41,9/19/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.68,693.2408952,131.0634249,0,167.4826411,31.66409933,53.74417657
43,9/21/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.52,738.0251293,139.5302871,14.92807803,182.4107192,34.48638671,58.53450741
46,9/24/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.42,765.0667119,144.6427414,0,182.4107192,34.48638671,58.53450741
48,9/26/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.38,801.1864439,151.4715016,9.029932993,191.4406522,36.19357675,61.43215884
51,9/29/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.57,837.6453202,158.36438,0,191.4406522,36.19357675,61.43215884
53,10/1/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.55,873.867003,165.2124148,0,191.4406522,36.19357675,61.43215884
55,10/3/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.41,873.867003,165.2124148,0,191.4406522,36.19357675,61.43215884
57,10/5/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.33,873.867003,165.2124148,0,191.4406522,36.19357675,61.43215884
60,10/6/2018,3,Digester B,WEFFL(10),Blank Digester Effluent B,B,7.61,873.867003,165.2124148,0,191.4406522,36.19357675,61.43215884
0,8/9/2018,3,Digester B,WMID(10),Blank Digester Middle A,A,5.92,0,0,0,0,0,0
1,8/10/2018,3,Digester B,WMID(10),Blank Digester Middle A,A,8.31,35.83722746,5.183973828,22.45799587,22.45799587,4.635474473,10.60193595
2,8/11/2018,3,Digester B,WMID(10),Blank Digester Middle A,A,7.5,71.75071206,10.3789785,24.42116953,46.8791654,9.676160588,22.13064388
3,8/12/2018,3,Digester B,WMID(10),Blank Digester Middle A,A,7.83,107.8034329,15.59412417,23.17674912,70.05591452,14.45999034,33.07188775
5,8/14/2018,3,Digester B,WMID(10),Blank Digester Middle A,A,7.86,152.702864,22.08897582,33.08379136,103.1397059,21.2886972,48.69003279
7,8/16/2018,3,Digester B,WMID(10),Blank Digester Middle A,A,7.76,197.5552767,28.57702609,17.94096507,121.0806709,24.99182752,57.15957582
9,8/18/2018,3,Digester B,WMID(10),Blank Digester Middle A,A,8.03,242.4304156,35.06836378,30.70404238,151.7847133,31.32933892,71.65429264
11,8/20/2018,3,Digester B,WMID(10),Blank Digester Middle A,A,7.22,278.1623355,40.23710453,0,151.7847133,31.32933892,71.65429264
13,8/22/2018,3,Digester B,WMID(10),Blank Digester Middle A,A,7.5,323.2677072,46.76174616,18.04214868,169.826862,35.05335419,80.17160228
15,8/24/2018,3,Digester B,WMID(10),Blank Digester Middle A,A,7.25,359.2817049,51.97129039,14.40559907,184.2324611,38.02676229,86.9721752
17,8/26/2018,3,Digester B,WMID(10),Blank Digester Middle A,A,7.4,395.2581429,57.17540149,19.98691001,204.2193711,42.15218878,96.40756476
19,8/28/2018,3,Digester B,WMID(10),Blank Digester Middle A,A,7.23,440.2060056,63.67725892,19.26336972,223.4827408,46.12827191,105.5013865
22,8/31/2018,3,Digester B,WMID(10),Blank Digester Middle A,A,7.1,485.2916353,70.19904482,0,223.4827408,46.12827191,105.5013865
24,9/2/2018,3,Digester B,WMID(10),Blank Digester Middle A,A,7.26,530.3302925,76.71403598,0,223.4827408,46.12827191,105.5013865
26,9/4/2018,3,Digester B,WMID(10),Blank Digester Middle A,A,7.4,575.6115912,83.26412604,0,223.4827408,46.12827191,105.5013865
29,9/7/2018,3,Digester B,WMID(10),Blank Digester Middle A,A,7.5,620.8172035,89.80326781,0,223.4827408,46.12827191,105.5013865
31,9/9/2018,3,Digester B,WMID(10),Blank Digester Middle A,A,7.25,620.8172035,89.80326781,0,223.4827408,46.12827191,105.5013865
